Modenumber, Lambda (um), beta  (per um), alpha/2  (per um), k0  (per um); Thickness=1 um
0,0.4790,5.798830248001E+01,7.317934602457E-01,13.1173
0,0.4800,5.776504189535E+01,7.209919973024E-01,13.0900
0,0.4810,5.755421515654E+01,7.118196888504E-01,13.0628
0,0.4820,5.734449266955E+01,7.026824631537E-01,13.0357
0,0.4830,5.713563905543E+01,6.935829542082E-01,13.0087
0,0.4840,5.692741941353E+01,6.845236876476E-01,12.9818
0,0.4850,5.672028766373E+01,6.754988824669E-01,12.9550
0,0.4860,5.651404917999E+01,6.665106206279E-01,12.9284
0,0.4870,5.630836904778E+01,6.575625374758E-01,12.9018
0,0.4880,5.610376078825E+01,6.486483082434E-01,12.8754
0,0.4890,5.590004879202E+01,6.397697389421E-01,12.8490
0,0.4900,5.569688109760E+01,6.309305563151E-01,12.8228
0,0.4910,5.551137188620E+01,6.232871300099E-01,12.7967
0,0.4920,5.532667574893E+01,6.156740147297E-01,12.7707
0,0.4930,5.514268988907E+01,6.080921223846E-01,12.7448
0,0.4940,5.495944905385E+01,6.005408244385E-01,12.7190
0,0.4950,5.477672016561E+01,5.930224095695E-01,12.6933
0,0.4960,5.459495602964E+01,5.855317197824E-01,12.6677
0,0.4970,5.441392350980E+01,5.780710712325E-01,12.6422
0,0.4980,5.423361820763E+01,5.706402825133E-01,12.6168
0,0.4990,5.405407491374E+01,5.632387656939E-01,12.5916
0,0.5000,5.387523052931E+01,5.558669606494E-01,12.5664
0,0.5010,5.370054837943E+01,5.487386626885E-01,12.5413
0,0.5020,5.352688717033E+01,5.416353201895E-01,12.5163
0,0.5030,5.335389713566E+01,5.345603241725E-01,12.4914
0,0.5040,5.318155466603E+01,5.275136943350E-01,12.4666
0,0.5050,5.300969464723E+01,5.204968335902E-01,12.4420
0,0.5060,5.283873303295E+01,5.135054346514E-01,12.4174
0,0.5070,5.266844598003E+01,5.065415141349E-01,12.3929
0,0.5080,5.249886855818E+01,4.996045377888E-01,12.3685
0,0.5090,5.232993821660E+01,4.926949078733E-01,12.3442
0,0.5100,5.216163158833E+01,4.858126395097E-01,12.3200
0,0.5110,5.199990987696E+01,4.812328001758E-01,12.2959
0,0.5120,5.183906589820E+01,4.766685031022E-01,12.2718
0,0.5130,5.167881009739E+01,4.721222992869E-01,12.2479
0,0.5140,5.151923629287E+01,4.675931933298E-01,12.2241
0,0.5150,5.136013042912E+01,4.630829900553E-01,12.2004
0,0.5160,5.120186683234E+01,4.585881751517E-01,12.1767
0,0.5170,5.104387616661E+01,4.541137212181E-01,12.1532
0,0.5180,5.088672164414E+01,4.496544583602E-01,12.1297
0,0.5190,5.073017280635E+01,4.452123193947E-01,12.1063
0,0.5200,5.057422616613E+01,4.407872052755E-01,12.0830
0,0.5210,5.042613534589E+01,4.359498320317E-01,12.0599
0,0.5220,5.027859250693E+01,4.311310947815E-01,12.0368
0,0.5230,5.013157500908E+01,4.263310481311E-01,12.0137
0,0.5240,4.998491152886E+01,4.215509961309E-01,11.9908
0,0.5250,4.983905170669E+01,4.167870032401E-01,11.9680
0,0.5260,4.969370762417E+01,4.120413789560E-01,11.9452
0,0.5270,4.954897426115E+01,4.073132053145E-01,11.9226
0,0.5280,4.940476875343E+01,4.026030425612E-01,11.9000
0,0.5290,4.926106965831E+01,3.979109330196E-01,11.8775
0,0.5300,4.911797086575E+01,3.932359913463E-01,11.8551
0,0.5310,4.897891297859E+01,3.891645623501E-01,11.8327
0,0.5320,4.884037771990E+01,3.851083806352E-01,11.8105
0,0.5330,4.870236215382E+01,3.810673601392E-01,11.7883
0,0.5340,4.856490207512E+01,3.770411149246E-01,11.7663
0,0.5350,4.842793650579E+01,3.730300147058E-01,11.7443
0,0.5360,4.829117901818E+01,3.690361387083E-01,11.7224
0,0.5370,4.815525209580E+01,3.650546074033E-01,11.7005
0,0.5380,4.801994367508E+01,3.610869703599E-01,11.6788
0,0.5390,4.788483400838E+01,3.571362757646E-01,11.6571
0,0.5400,4.775041464168E+01,3.531987295425E-01,11.6355
0,0.5410,4.762108641938E+01,3.498415617810E-01,11.6140
0,0.5420,4.749223519711E+01,3.464967336125E-01,11.5926
0,0.5430,4.736385834459E+01,3.431641766617E-01,11.5712
0,0.5440,4.723599186660E+01,3.398435452321E-01,11.5500
0,0.5450,4.710857522922E+01,3.365351917603E-01,11.5288
0,0.5460,4.698158658645E+01,3.332391831327E-01,11.5077
0,0.5470,4.685511985948E+01,3.299547676848E-01,11.4866
0,0.5480,4.672883191441E+01,3.266842694982E-01,11.4657
0,0.5490,4.660349122862E+01,3.234222291729E-01,11.4448
0,0.5500,4.647840244689E+01,3.201734295900E-01,11.4240
0,0.5510,4.635689527518E+01,3.170720316333E-01,11.4032
0,0.5520,4.623631496869E+01,3.139784936236E-01,11.3826
0,0.5530,4.611592747319E+01,3.108977591326E-01,11.3620
0,0.5540,4.599601281542E+01,3.078278418812E-01,11.3415
0,0.5550,4.587651089448E+01,3.047690712041E-01,11.3211
0,0.5560,4.575740016612E+01,3.017215113635E-01,11.3007
0,0.5570,4.563877450272E+01,2.986844680047E-01,11.2804
0,0.5580,4.552029202116E+01,2.956600965883E-01,11.2602
0,0.5590,4.540271916962E+01,2.926433420283E-01,11.2400
0,0.5600,4.528509937071E+01,2.896403225490E-01,11.2200
0,0.5610,4.517035511731E+01,2.873009372266E-01,11.2000
0,0.5620,4.505630050078E+01,2.849680626816E-01,11.1800
0,0.5630,4.494235090889E+01,2.826453477453E-01,11.1602
0,0.5640,4.482860038765E+01,2.803321146504E-01,11.1404
0,0.5650,4.471549455107E+01,2.780255137771E-01,11.1207
0,0.5660,4.460301187409E+01,2.757256477578E-01,11.1010
0,0.5670,4.449045989897E+01,2.734367404244E-01,11.0815
0,0.5680,4.437852688924E+01,2.711544806542E-01,11.0619
0,0.5690,4.426726813208E+01,2.688785016373E-01,11.0425
0,0.5700,4.415610017029E+01,2.666123020179E-01,11.0231
0,0.5710,4.404866929606E+01,2.643757364645E-01,11.0038
0,0.5720,4.394133293841E+01,2.621486351197E-01,10.9846
0,0.5730,4.383485514127E+01,2.599263844513E-01,10.9654
0,0.5740,4.372854558749E+01,2.577130533948E-01,10.9463
0,0.5750,4.362232386322E+01,2.555090392297E-01,10.9273
0,0.5760,4.351695460406E+01,2.533098091326E-01,10.9083
0,0.5770,4.341170866069E+01,2.511195829800E-01,10.8894
0,0.5780,4.330686482265E+01,2.489366814076E-01,10.8706
0,0.5790,4.320236379151E+01,2.467613973288E-01,10.8518
0,0.5800,4.309818458631E+01,2.445937981687E-01,10.8331
0,0.5810,4.299657657512E+01,2.426111005215E-01,10.8144
0,0.5820,4.289527921892E+01,2.406354023407E-01,10.7959
0,0.5830,4.279432897682E+01,2.386664515204E-01,10.7773
0,0.5840,4.269376625650E+01,2.367039793834E-01,10.7589
0,0.5850,4.259350095283E+01,2.347484424072E-01,10.7405
0,0.5860,4.249373143417E+01,2.327987053668E-01,10.7222
0,0.5870,4.239400195247E+01,2.308572216882E-01,10.7039
0,0.5880,4.229479902633E+01,2.289212851976E-01,10.6857
0,0.5890,4.219589450710E+01,2.269920989860E-01,10.6675
0,0.5900,4.209760454455E+01,2.250679264957E-01,10.6495
0,0.5910,4.200146781706E+01,2.234673357053E-01,10.6314
0,0.5920,4.190571259096E+01,2.218718253442E-01,10.6135
0,0.5930,4.181000048846E+01,2.202831466887E-01,10.5956
0,0.5940,4.171509220218E+01,2.186972542264E-01,10.5778
0,0.5950,4.162026193624E+01,2.171179364359E-01,10.5600
0,0.5960,4.152578759807E+01,2.155436968560E-01,10.5423
0,0.5970,4.143161040844E+01,2.139748071961E-01,10.5246
0,0.5980,4.133770973983E+01,2.124113373955E-01,10.5070
0,0.5990,4.124418029249E+01,2.108527660394E-01,10.4895
0,0.6000,4.115094227787E+01,2.092994694840E-01,10.4720
0,0.6010,4.105901769859E+01,2.073940712143E-01,10.4546
0,0.6020,4.096745515939E+01,2.054946829778E-01,10.4372
0,0.6030,4.087641775657E+01,2.036004594316E-01,10.4199
0,0.6040,4.078544140526E+01,2.017136805323E-01,10.4026
0,0.6050,4.069472741435E+01,1.998332939702E-01,10.3854
0,0.6060,4.060436937303E+01,1.979588013839E-01,10.3683
0,0.6070,4.051403005492E+01,1.960918032376E-01,10.3512
0,0.6080,4.042446807129E+01,1.942285876054E-01,10.3342
0,0.6090,4.033495991890E+01,1.923726190220E-01,10.3172
0,0.6100,4.024578284102E+01,1.905225226181E-01,10.3003
0,0.6110,4.015905729635E+01,1.890996941882E-01,10.2834
0,0.6120,4.007231683688E+01,1.876828952998E-01,10.2666
0,0.6130,3.998604560180E+01,1.862698189218E-01,10.2499
0,0.6140,3.990027627775E+01,1.848602988430E-01,10.2332
0,0.6150,3.981454599546E+01,1.834564559355E-01,10.2166
0,0.6160,3.972905571789E+01,1.820573225638E-01,10.2000
0,0.6170,3.964389895753E+01,1.806624414148E-01,10.1834
0,0.6180,3.955897951550E+01,1.792722247046E-01,10.1670
0,0.6190,3.947433400370E+01,1.778864767099E-01,10.1505
0,0.6200,3.938996109920E+01,1.765051757230E-01,10.1342
0,0.6210,3.930690511827E+01,1.752864296690E-01,10.1179
0,0.6220,3.922409687845E+01,1.740716684234E-01,10.1016
0,0.6230,3.914177492257E+01,1.728598127802E-01,10.0854
0,0.6240,3.905951617502E+01,1.716527120065E-01,10.0692
0,0.6250,3.897724166702E+01,1.704506742759E-01,10.0531
0,0.6260,3.889570832688E+01,1.692503638322E-01,10.0370
0,0.6270,3.881419559842E+01,1.680549078729E-01,10.0210
0,0.6280,3.873297987834E+01,1.668630764793E-01,10.0051
0,0.6290,3.865200312505E+01,1.656750974782E-01,9.9892
0,0.6300,3.857150354403E+01,1.644899305434E-01,9.9733
0,0.6310,3.849201155901E+01,1.632206416005E-01,9.9575
0,0.6320,3.841280846760E+01,1.619551880515E-01,9.9417
0,0.6330,3.833383635244E+01,1.606937914414E-01,9.9260
0,0.6340,3.825507513157E+01,1.594365102833E-01,9.9104
0,0.6350,3.817661816322E+01,1.581829313687E-01,9.8948
0,0.6360,3.809826007041E+01,1.569338813574E-01,9.8792
0,0.6370,3.802064340649E+01,1.556866950585E-01,9.8637
0,0.6380,3.794286538146E+01,1.544450603946E-01,9.8483
0,0.6390,3.786538691519E+01,1.532070598904E-01,9.8328
0,0.6400,3.778787345142E+01,1.519740204231E-01,9.8175
0,0.6410,3.771205459568E+01,1.507537073669E-01,9.8022
0,0.6420,3.763623317452E+01,1.495381321589E-01,9.7869
0,0.6430,3.756068485744E+01,1.483261667497E-01,9.7717
0,0.6440,3.748535191564E+01,1.471180185769E-01,9.7565
0,0.6450,3.741047199053E+01,1.459127376638E-01,9.7414
0,0.6460,3.733558542718E+01,1.447121001293E-01,9.7263
0,0.6470,3.726096758376E+01,1.435150065643E-01,9.7113
0,0.6480,3.718656082812E+01,1.423216590587E-01,9.6963
0,0.6490,3.711234525231E+01,1.411321108573E-01,9.6813
0,0.6500,3.703841505304E+01,1.399459823572E-01,9.6664
0,0.6510,3.696565255018E+01,1.388293994832E-01,9.6516
0,0.6520,3.689333235125E+01,1.377154021683E-01,9.6368
0,0.6530,3.682099549336E+01,1.366056886948E-01,9.6220
0,0.6540,3.674891701150E+01,1.354992092897E-01,9.6073
0,0.6550,3.667703940789E+01,1.343961580085E-01,9.5926
0,0.6560,3.660534285540E+01,1.332965866856E-01,9.5780
0,0.6570,3.653392049342E+01,1.322001367693E-01,9.5634
0,0.6580,3.646267719597E+01,1.311071353815E-01,9.5489
0,0.6590,3.639192535697E+01,1.300164451817E-01,9.5344
0,0.6600,3.632109374426E+01,1.289300943571E-01,9.5200
0,0.6610,3.625147839106E+01,1.280165814351E-01,9.5056
0,0.6620,3.618192623996E+01,1.271063283993E-01,9.4912
0,0.6630,3.611307669971E+01,1.261970769252E-01,9.4769
0,0.6640,3.604403187825E+01,1.252919597963E-01,9.4626
0,0.6650,3.597525050397E+01,1.243893530334E-01,9.4484
0,0.6660,3.590639989530E+01,1.234903884674E-01,9.4342
0,0.6670,3.583823016884E+01,1.225924695516E-01,9.4201
0,0.6680,3.577002693262E+01,1.216980379661E-01,9.4060
0,0.6690,3.570206466611E+01,1.208061366319E-01,9.3919
0,0.6700,3.563428610465E+01,1.199169453306E-01,9.3779
0,0.6710,3.556692791835E+01,1.189516654404E-01,9.3639
0,0.6720,3.549957815452E+01,1.179898861337E-01,9.3500
0,0.6730,3.543214535130E+01,1.170318818200E-01,9.3361
0,0.6740,3.536566132800E+01,1.160742326516E-01,9.3222
0,0.6750,3.529858819473E+01,1.151219855220E-01,9.3084
0,0.6760,3.523202453298E+01,1.141715159188E-01,9.2947
0,0.6770,3.516563838483E+01,1.132238968726E-01,9.2809
0,0.6780,3.509966615765E+01,1.122783558047E-01,9.2672
0,0.6790,3.503365120954E+01,1.113363425362E-01,9.2536
0,0.6800,3.496786743285E+01,1.103969625485E-01,9.2400
0,0.6810,3.490317569428E+01,1.095844662334E-01,9.2264
0,0.6820,3.483863574126E+01,1.087744545000E-01,9.2129
0,0.6830,3.477434043923E+01,1.079666240364E-01,9.1994
0,0.6840,3.471045100252E+01,1.071604671414E-01,9.1859
0,0.6850,3.464663960635E+01,1.063569887829E-01,9.1725
0,0.6860,3.458272022612E+01,1.055567383017E-01,9.1592
0,0.6870,3.451917042657E+01,1.047582382971E-01,9.1458
0,0.6880,3.445576754416E+01,1.039621577125E-01,9.1325
0,0.6890,3.439282239373E+01,1.031675497356E-01,9.1193
0,0.6900,3.432976713085E+01,1.023761097976E-01,9.1061
0,0.6910,3.426875891440E+01,1.016150794595E-01,9.0929
0,0.6920,3.420788917217E+01,1.008563447948E-01,9.0797
0,0.6930,3.414746849279E+01,1.000989817154E-01,9.0666
0,0.6940,3.408692956234E+01,9.934464590023E-02,9.0536
0,0.6950,3.402662029868E+01,9.859230281670E-02,9.0406
0,0.6960,3.396644652328E+01,9.784221510923E-02,9.0276
0,0.6970,3.390671860161E+01,9.709348070934E-02,9.0146
0,0.6980,3.384665295109E+01,9.634833276267E-02,9.0017
0,0.6990,3.378724839153E+01,9.560390780927E-02,8.9888
0,0.7000,3.372777736825E+01,9.486226599559E-02,8.9760
0,0.7010,3.366754677007E+01,9.430458037941E-02,8.9632
0,0.7020,3.360754323553E+01,9.374831710543E-02,8.9504
0,0.7030,3.354792751049E+01,9.319302278094E-02,8.9377
0,0.7040,3.348824520319E+01,9.263995322705E-02,8.9250
0,0.7050,3.342869445786E+01,9.208854572504E-02,8.9123
0,0.7060,3.336936783255E+01,9.153853645287E-02,8.8997
0,0.7070,3.331017134087E+01,9.099017552459E-02,8.8871
0,0.7080,3.325141482025E+01,9.044261038102E-02,8.8746
0,0.7090,3.319253246540E+01,8.989737449822E-02,8.8620
0,0.7100,3.313387135095E+01,8.935351334078E-02,8.8496
0,0.7110,3.307698689079E+01,8.884679424601E-02,8.8371
0,0.7120,3.302075063455E+01,8.834017897099E-02,8.8247
0,0.7130,3.296427290249E+01,8.783604612672E-02,8.8123
0,0.7140,3.290800863573E+01,8.733316779086E-02,8.8000
0,0.7150,3.285162827701E+01,8.683240916604E-02,8.7877
0,0.7160,3.279614858197E+01,8.633107733571E-02,8.7754
0,0.7170,3.274029733140E+01,8.583252404008E-02,8.7632
0,0.7180,3.268465688804E+01,8.533520428609E-02,8.7510
0,0.7190,3.262889794434E+01,8.483996864982E-02,8.7388
0,0.7200,3.257403654031E+01,8.434417001680E-02,8.7266
0,0.7210,3.251854733506E+01,8.363448468802E-02,8.7145
0,0.7220,3.246377443113E+01,8.292530149525E-02,8.7025
0,0.7230,3.240862663209E+01,8.221940854289E-02,8.6904
0,0.7240,3.235437329531E+01,8.151357044904E-02,8.6784
0,0.7250,3.229952839037E+01,8.081153456216E-02,8.6665
0,0.7260,3.224506764154E+01,8.011082825474E-02,8.6545
0,0.7270,3.219102863709E+01,7.941136161043E-02,8.6426
0,0.7280,3.213684730229E+01,7.871452115506E-02,8.6307
0,0.7290,3.208286979149E+01,7.801944043143E-02,8.6189
0,0.7300,3.202900257594E+01,7.732633887311E-02,8.6071
0,0.7310,3.197640880857E+01,7.671690273283E-02,8.5953
0,0.7320,3.192366813350E+01,7.610981793072E-02,8.5836
0,0.7330,3.187112647157E+01,7.550424363670E-02,8.5719
0,0.7340,3.181869037994E+01,7.490039420032E-02,8.5602
0,0.7350,3.176666850196E+01,7.429753798498E-02,8.5486
0,0.7360,3.171449756327E+01,7.369698820863E-02,8.5369
0,0.7370,3.166252328297E+01,7.309792558608E-02,8.5254
0,0.7380,3.161054459266E+01,7.250080587998E-02,8.5138
0,0.7390,3.155932011541E+01,7.190388619195E-02,8.5023
0,0.7400,3.150758263294E+01,7.131005465258E-02,8.4908
0,0.7410,3.145616657794E+01,7.075197489833E-02,8.4793
0,0.7420,3.140485157502E+01,7.019547055278E-02,8.4679
0,0.7430,3.135394589632E+01,6.963984805149E-02,8.4565
0,0.7440,3.130288701138E+01,6.908635313870E-02,8.4451
0,0.7450,3.125202022157E+01,6.853420913253E-02,8.4338
0,0.7460,3.120125229846E+01,6.798361435910E-02,8.4225
0,0.7470,3.115089132226E+01,6.743389322016E-02,8.4112
0,0.7480,3.110037514457E+01,6.688625913222E-02,8.4000
0,0.7490,3.105004885088E+01,6.633995551350E-02,8.3888
0,0.7500,3.099986508151E+01,6.579507826126E-02,8.3776
0,0.7510,3.095082560229E+01,6.518571221328E-02,8.3664
0,0.7520,3.090167252081E+01,6.457846811742E-02,8.3553
0,0.7530,3.085270589829E+01,6.397270434824E-02,8.3442
0,0.7540,3.080384921653E+01,6.336857362147E-02,8.3331
0,0.7550,3.075533715336E+01,6.276558863447E-02,8.3221
0,0.7560,3.070671930342E+01,6.216466443066E-02,8.3111
0,0.7570,3.065826635699E+01,6.156523863055E-02,8.3001
0,0.7580,3.060992230000E+01,6.096741734443E-02,8.2892
0,0.7590,3.056192071733E+01,6.037073102194E-02,8.2782
0,0.7600,3.051381145817E+01,5.977606491895E-02,8.2673
0,0.7610,3.046586507668E+01,5.931949184241E-02,8.2565
0,0.7620,3.041802559966E+01,5.886414297212E-02,8.2457
0,0.7630,3.037052649256E+01,5.840956299023E-02,8.2348
0,0.7640,3.032295865546E+01,5.795653591512E-02,8.2241
0,0.7650,3.027547012863E+01,5.750476807673E-02,8.2133
0,0.7660,3.022825400447E+01,5.705388788661E-02,8.2026
0,0.7670,3.018112288463E+01,5.660424664218E-02,8.1919
0,0.7680,3.013400709199E+01,5.615596735920E-02,8.1812
0,0.7690,3.008705024836E+01,5.570877483145E-02,8.1706
0,0.7700,3.004019646332E+01,5.526276779874E-02,8.1600
0,0.7710,2.999475873142E+01,5.490701276811E-02,8.1494
0,0.7720,2.994866498064E+01,5.455358899863E-02,8.1388
0,0.7730,2.990324854830E+01,5.420005442140E-02,8.1283
0,0.7740,2.985742719832E+01,5.384837163087E-02,8.1178
0,0.7750,2.981246034709E+01,5.349626215803E-02,8.1073
0,0.7760,2.976683598832E+01,5.314644124352E-02,8.0969
0,0.7770,2.972188689286E+01,5.279651611625E-02,8.0865
0,0.7780,2.967653130522E+01,5.244840949408E-02,8.0761
0,0.7790,2.963202809720E+01,5.209988953702E-02,8.0657
0,0.7800,2.958711771011E+01,5.175317528211E-02,8.0554
0,0.7810,2.954237799108E+01,5.123552451009E-02,8.0451
0,0.7820,2.949773283846E+01,5.071921835341E-02,8.0348
0,0.7830,2.945316434912E+01,5.020428066437E-02,8.0245
0,0.7840,2.940897904467E+01,4.969018612146E-02,8.0143
0,0.7850,2.936469162887E+01,4.917775381591E-02,8.0041
0,0.7860,2.932049802937E+01,4.866664324890E-02,7.9939
0,0.7870,2.927663089532E+01,4.815646525859E-02,7.9837
0,0.7880,2.923264209388E+01,4.764795427538E-02,7.9736
0,0.7890,2.918880108275E+01,4.714065909639E-02,7.9635
0,0.7900,2.914505220079E+01,4.663466488316E-02,7.9534
0,0.7910,2.910162799589E+01,4.623865217038E-02,7.9433
0,0.7920,2.905808055428E+01,4.584400117622E-02,7.9333
0,0.7930,2.901467921548E+01,4.545027774317E-02,7.9233
0,0.7940,2.897149447513E+01,4.505736908200E-02,7.9133
0,0.7950,2.892864984330E+01,4.466508376223E-02,7.9034
0,0.7960,2.888526769849E+01,4.427477043546E-02,7.8934
0,0.7970,2.884229943458E+01,4.388495546703E-02,7.8835
0,0.7980,2.879942002737E+01,4.349613577388E-02,7.8737
0,0.7990,2.875713111595E+01,4.310755449665E-02,7.8638
0,0.8000,2.871417733370E+01,4.272109145237E-02,7.8540
0,0.8010,2.867266522374E+01,4.234019888073E-02,7.8442
0,0.8020,2.863073646526E+01,4.196101402030E-02,7.8344
0,0.8030,2.858964542713E+01,4.158169099933E-02,7.8246
0,0.8040,2.854813714931E+01,4.120406157253E-02,7.8149
0,0.8050,2.850678648633E+01,4.082728103079E-02,7.8052
0,0.8060,2.846526869528E+01,4.045180867545E-02,7.7955
0,0.8070,2.842458683883E+01,4.007621725472E-02,7.7859
0,0.8080,2.838348640417E+01,3.970228213545E-02,7.7762
0,0.8090,2.834254302065E+01,3.932918321946E-02,7.7666
0,0.8100,2.830168094639E+01,3.895702271174E-02,7.7570
0,0.8110,2.826113306644E+01,3.861172661646E-02,7.7475
0,0.8120,2.822045281768E+01,3.826759067462E-02,7.7379
0,0.8130,2.817990879933E+01,3.792424265940E-02,7.7284
0,0.8140,2.813944558943E+01,3.758175411808E-02,7.7189
0,0.8150,2.809956371277E+01,3.723945756849E-02,7.7094
0,0.8160,2.805901071817E+01,3.689901131361E-02,7.7000
0,0.8170,2.801911157271E+01,3.655865935774E-02,7.6906
0,0.8180,2.797879099533E+01,3.621980726765E-02,7.6812
0,0.8190,2.793930053001E+01,3.588082825522E-02,7.6718
0,0.8200,2.789938810201E+01,3.554333655240E-02,7.6624
0,0.8210,2.785962728722E+01,3.523898429401E-02,7.6531
0,0.8220,2.781981979024E+01,3.493554444100E-02,7.6438
0,0.8230,2.778071485418E+01,3.463207591426E-02,7.6345
0,0.8240,2.774106145174E+01,3.433014037596E-02,7.6252
0,0.8250,2.770168372692E+01,3.402870473948E-02,7.6160
0,0.8260,2.766213236261E+01,3.372831871254E-02,7.6068
0,0.8270,2.762340774535E+01,3.342776126858E-02,7.5976
0,0.8280,2.758425878281E+01,3.312855200925E-02,7.5884
0,0.8290,2.754525862108E+01,3.282999059084E-02,7.5792
0,0.8300,2.750631537648E+01,3.253218419082E-02,7.5701
0,0.8310,2.746773359938E+01,3.224275520992E-02,7.5610
0,0.8320,2.742895814626E+01,3.195435176557E-02,7.5519
0,0.8330,2.739033012673E+01,3.166656899601E-02,7.5428
